Aircraft Type,Cause Category,Weather,Flight Phase,Damage Level,Event Count
Cessna L-188,General,VMC,Maneuvering,Substantial,1
Cessna K172R,General,VMC,Takeoff,Destroyed,1
Cessna FRA150,Unknown,UNK,Unknown,Unknown,1
Cessna CESSNA R182,Unknown,UNK,Unknown,Destroyed,1
Cessna CESSNA 441,Unknown,UNK,Unknown,Minor,1
Cessna CE500,General,VMC,Landing,Minor,1
Cessna CE-560,Other,VMC,Unknown,Unknown,1
Cessna CE-560,General,VMC,Landing,Minor,1
Cessna CE-560,General,IMC,Unknown,Destroyed,1
Cessna CE-550,General,VMC,Unknown,Substantial,1
Cessna CE-500,General,VMC,Takeoff,Substantial,1
Cessna CE-500,General,VMC,Landing,Substantial,1
Cessna CE-421C,General,VMC,Unknown,Substantial,1
Cessna CE-208,Human Error,VMC,Unknown,Substantial,1
Cessna CE-208,General,VMC,Unknown,Destroyed,1
Cessna CE-206,General,UNK,Unknown,Substantial,1
Cessna CE-182-A,General,VMC,Cruise,Substantial,1
Cessna CE-180-A,General,VMC,Landing,Substantial,1
Cessna CE-180,General,VMC,Landing,Substantial,1
Cessna CE-172P,General,VMC,Cruise,Substantial,1
Cessna CE-172M,Human Error,VMC,Unknown,Substantial,1
Cessna CE-152,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna CE-152,Human Error,VMC,Unknown,Substantial,1
Cessna C441,General,VMC,Unknown,Substantial,1
Cessna C421B,Human Error,VMC,Unknown,Substantial,1
Cessna C340A,General,VMC,Unknown,Substantial,1
Cessna C340,General,UNK,Unknown,Substantial,1
Cessna C337,General,VMC,Takeoff,Substantial,1
Cessna C337,General,VMC,Approach,Minor,1
Cessna C310R,General,VMC,Landing,Substantial,1
Cessna C305A,General,VMC,Maneuvering,Destroyed,1
Cessna C210P,General,VMC,Unknown,Substantial,1
Cessna CITATION 550,General,IMC,Takeoff,Unknown,1
Cessna CITATION SII,General,VMC,Cruise,Unknown,1
Cessna CJ1,Unknown,UNK,Unknown,Unknown,1
Cessna F-172,Unknown,UNK,Unknown,Substantial,1
Cessna FR172,Unknown,UNK,Unknown,Destroyed,1
Cessna FR-172J,General,VMC,Cruise,Destroyed,1
Cessna FA150K,General,VMC,Maneuvering,Substantial,1
Cessna FA150,Unknown,UNK,Unknown,Unknown,1
Cessna FA150,Unknown,UNK,Unknown,Substantial,1
Cessna F182 - Q,Unknown,UNK,Unknown,Destroyed,1
Cessna F177RG,Unknown,UNK,Unknown,Substantial,1
Cessna F172N,Unknown,UNK,Unknown,Destroyed,1
Cessna F172N,Human Error,VMC,Unknown,Destroyed,1
Cessna F172N,General,VMC,Unknown,Destroyed,1
Cessna F152,Unknown,UNK,Unknown,Substantial,1
Cessna F150,Unknown,UNK,Unknown,Destroyed,1
Cessna F-406,General,UNK,Unknown,Substantial,1
Cessna Ector 305A,General,VMC,Cruise,Substantial,1
Cessna CJ525,General,UNK,Unknown,Substantial,1
Cessna E162,Unknown,VMC,Unknown,Substantial,1
Cessna Conquest,General,VMC,Unknown,Substantial,1
Cessna CitationJet 2,General,IMC,Unknown,Destroyed,1
Cessna CitationJET (525),General,UNK,Unknown,Substantial,1
Cessna Citation C-750,General,UNK,Unknown,Unknown,1
Cessna Citation 650,General,VMC,Cruise,Minor,1
Cessna Citation 560,General,VMC,Landing,Substantial,1
Cessna Citation 525,General,VMC,Climb,Substantial,1
Cessna Citation 510,General,VMC,Cruise,Substantial,1
Cessna Citation 500,Human Error,VMC,Unknown,Substantial,1
Cessna Citation 500,General,UNK,Unknown,Unknown,1
Cessna Citation,General,UNK,Unknown,Minor,1
Cessna CL60,General,UNK,Landing,Unknown,1
Cessna C-172,General,VMC,Maneuvering,Destroyed,1
Cessna C-172,General,VMC,Approach,Destroyed,1
Cessna P206C,General,UNK,Descent,Destroyed,1
Cessna 560XL,General,VMC,Landing,Minor,1
Cessna 560XL,General,IMC,Taxi,Substantial,1
Cessna 560 XL,General,VMC,Taxi,Substantial,1
Cessna 560 - XL,Unknown,UNK,Unknown,Minor,1
Cessna 560,Unknown,VMC,Unknown,Substantial,1
Cessna 560,Unknown,VMC,Unknown,Minor,1
Cessna 560,Unknown,UNK,Unknown,Minor,1
Cessna 560,Other,VMC,Unknown,Substantial,1
Cessna 560,Other,VMC,Unknown,Destroyed,1
Cessna 560,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna 560,Human Error,VMC,Unknown,Unknown,1
Cessna 560,Human Error,VMC,Unknown,Substantial,1
Cessna 560,Human Error,IMC,Unknown,Destroyed,1
Cessna 560,General,VMC,Approach,Substantial,1
Cessna 560,General,UNK,Unknown,Substantial,1
Cessna 560,General,UNK,Unknown,Minor,1
Cessna 552,General,VMC,Unknown,Substantial,1
Cessna 551 (Citation II),General,UNK,Unknown,Substantial,1
Cessna 551,Unknown,UNK,Unknown,Destroyed,1
Cessna 551,Unknown,IMC,Unknown,Substantial,1
Cessna 551,Human Error,IMC,Unknown,Substantial,1
Cessna 551,General,VMC,Takeoff,Substantial,1
Cessna 551,General,VMC,Climb,Minor,1
Cessna 551,General,IMC,Unknown,Substantial,1
Cessna 551,General,IMC,Takeoff,Destroyed,1
Cessna 551,General,IMC,Go_around,Destroyed,1
Cessna 551,General,IMC,Climb,Minor,1
Cessna 551,General,IMC,Approach,Substantial,1
Cessna 550B,Human Error,VMC,Unknown,Destroyed,1
Cessna 550 Bravo,General,IMC,Unknown,Minor,1
Cessna 560XL,General,UNK,Unknown,Substantial,1
Cessna 560XL,General,VMC,Taxi,Substantial,1
Cessna A-188B,Unknown,UNK,Unknown,Substantial,1
Cessna 560XL,Maintenance Issue,VMC,Unknown,Minor,1
Cessna A-188B,General,VMC,Landing,Substantial,1
Cessna A-188B,General,VMC,Cruise,Destroyed,1
Cessna A-188-B,General,VMC,Takeoff,Destroyed,1
Cessna A-188-B,General,VMC,Landing,Substantial,1
Cessna A-185F II,General,VMC,Landing,Substantial,1
Cessna A-185F,General,VMC,Takeoff,Substantial,1
Cessna A-185F,General,VMC,Maneuvering,Destroyed,1
Cessna A-185F,General,VMC,Landing,Substantial,1
Cessna A-185F,General,VMC,Descent,Substantial,1
Cessna A-185E,General,VMC,Landing,Substantial,1
Cessna A-152,General,VMC,Landing,Substantial,1
Cessna A 188 A,General,VMC,Landing,Substantial,1
Cessna A 152,General,VMC,Takeoff,Substantial,1
Cessna 750,Unknown,VMC,Unknown,Substantial,1
Cessna 750,Unknown,UNK,Unknown,Destroyed,1
Cessna 750,Human Error,VMC,Unknown,Substantial,1
Cessna 750,General,VMC,Landing,Minor,1
Cessna 680,Unknown,VMC,Unknown,Unknown,1
Cessna 680,Unknown,UNK,Unknown,Substantial,1
Cessna 650-0220,General,UNK,Unknown,Substantial,1
Cessna 650,General,VMC,Takeoff,Unknown,1
Cessna 650,General,VMC,Cruise,Unknown,1
Cessna 650,General,VMC,Approach,Substantial,1
Cessna 650,General,IMC,Climb,Unknown,1
Cessna 560XL,Unknown,VMC,Unknown,Unknown,1
Cessna 560XL,Unknown,VMC,Unknown,Substantial,1
Cessna 560XL,Unknown,VMC,Unknown,Destroyed,1
Cessna 560XL,Unknown,UNK,Unknown,Unknown,1
Cessna 560XL,Unknown,IMC,Unknown,Destroyed,1
Cessna 550,Unknown,VMC,Unknown,Substantial,1
Cessna 550,Mechanical Failure,VMC,Unknown,Unknown,1
Cessna 550,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna 550,Mechanical Failure,IMC,Unknown,Substantial,1
Cessna 510,Unknown,UNK,Unknown,Destroyed,1
Cessna 50M,General,VMC,Go_around,Destroyed,1
Cessna 501SP,General,VMC,Approach,Substantial,1
Cessna 501,Unknown,VMC,Unknown,Substantial,1
Cessna 501,Unknown,UNK,Unknown,Unknown,1
Cessna 501,Unknown,UNK,Unknown,Destroyed,1
Cessna 501,Unknown,IMC,Unknown,Destroyed,1
Cessna 501,Human Error,IMC,Unknown,Substantial,1
Cessna 501,General,VMC,Unknown,Substantial,1
Cessna 501,General,VMC,Unknown,Destroyed,1
Cessna 501,General,VMC,Landing,Destroyed,1
Cessna 501,General,VMC,Cruise,Destroyed,1
Cessna 501,General,UNK,Unknown,Substantial,1
Cessna 501,General,UNK,Unknown,Destroyed,1
Cessna 501,General,IMC,Takeoff,Destroyed,1
Cessna 501,General,IMC,Cruise,Destroyed,1
Cessna 501,General,IMC,Approach,Destroyed,1
Cessna 500,Unknown,UNK,Unknown,Minor,1
Cessna 500,Unknown,UNK,Unknown,Destroyed,1
Cessna 500,Human Error,VMC,Unknown,Substantial,1
Cessna 500,General,VMC,Takeoff,Minor,1
Cessna 500,General,VMC,Standing,Unknown,1
Cessna 500,General,VMC,Landing,Destroyed,1
Cessna 500,General,VMC,Approach,Destroyed,1
Cessna 500,General,IMC,Unknown,Destroyed,1
Cessna 500,General,IMC,Landing,Destroyed,1
Cessna 500,General,IMC,Approach,Substantial,1
Cessna 500,General,IMC,Approach,Destroyed,1
Cessna 441,Unknown,UNK,Unknown,Destroyed,1
Cessna 525,General,IMC,Landing,Substantial,1
Cessna 525,General,IMC,Unknown,Destroyed,1
Cessna 525,General,VMC,Climb,Destroyed,1
Cessna 525B,Human Error,VMC,Unknown,Minor,1
Cessna 550,Human Error,VMC,Unknown,Minor,1
Cessna 550,General,VMC,Unknown,Destroyed,1
Cessna 550,General,VMC,Taxi,Minor,1
Cessna 550,General,VMC,Takeoff,Unknown,1
Cessna 550,General,VMC,Takeoff,Destroyed,1
Cessna 550,General,VMC,Cruise,Substantial,1
Cessna 550,General,VMC,Climb,Destroyed,1
Cessna 550,General,IMC,Unknown,Destroyed,1
Cessna 550,General,IMC,Takeoff,Substantial,1
Cessna 550,General,IMC,Cruise,Substantial,1
Cessna 525C,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna 525B,Unknown,UNK,Unknown,Destroyed,1
Cessna 525B,Other,VMC,Unknown,Substantial,1
Cessna 525A,Unknown,VMC,Unknown,Substantial,1
Cessna 525,General,VMC,Climb,Minor,1
Cessna 525A,Unknown,UNK,Unknown,Substantial,1
Cessna 525A,Human Error,VMC,Unknown,Substantial,1
Cessna 525A,Human Error,VMC,Unknown,Destroyed,1
Cessna 525A,Human Error,IMC,Unknown,Substantial,1
Cessna 525A,General,VMC,Unknown,Substantial,1
Cessna 525A,General,IMC,Landing,Substantial,1
Cessna 525,Unknown,UNK,Unknown,Destroyed,1
Cessna 525,Other,VMC,Unknown,Substantial,1
Cessna 525,Other,IMC,Unknown,Substantial,1
Cessna 525,Human Error,VMC,Unknown,Minor,1
Cessna 525,Human Error,IMC,Unknown,Substantial,1
Cessna 525,General,VMC,Unknown,Substantial,1
Cessna 525,General,VMC,Takeoff,Destroyed,1
Cessna A-188B,General,VMC,Maneuvering,Destroyed,1
Cessna A-37A,General,VMC,Cruise,Destroyed,1
Cessna C-170A,General,VMC,Landing,Substantial,1
Cessna C-150,General,VMC,Go_around,Substantial,1
Cessna C-150,General,VMC,Approach,Minor,1
Cessna C-150,General,VMC,Approach,Destroyed,1
Cessna C-140A,General,VMC,Landing,Substantial,1
Cessna C-114A,General,VMC,Takeoff,Destroyed,1
Cessna C 680,Unknown,UNK,Unknown,Substantial,1
Cessna C 525,General,VMC,Takeoff,Unknown,1
Cessna C 182,General,UNK,Unknown,Substantial,1
Cessna AT188B,General,VMC,Cruise,Destroyed,1
Cessna A188D,General,VMC,Maneuvering,Substantial,1
Cessna A188B,Mechanical Failure,VMC,Unknown,Minor,1
Cessna A188B,General,VMC,Taxi,Substantial,1
Cessna A188B,General,VMC,Standing,Substantial,1
Cessna A188B,General,VMC,Maneuvering,Unknown,1
Cessna A188B,General,VMC,Maneuvering,Minor,1
Cessna A188B,General,VMC,Go_around,Substantial,1
Cessna A188B,General,VMC,Climb,Substantial,1
Cessna A188B,General,VMC,Approach,Unknown,1
Cessna A188B,General,VMC,Approach,Minor,1
Cessna A188B,General,UNK,Landing,Substantial,1
Cessna A188B,General,UNK,Cruise,Substantial,1
Cessna A188A,General,VMC,Takeoff,Destroyed,1
Cessna A188A,General,VMC,Landing,Substantial,1
Cessna A188-B,General,VMC,Landing,Substantial,1
Cessna A188,Unknown,VMC,Unknown,Minor,1
Cessna A188,Unknown,VMC,Unknown,Destroyed,1
Cessna A188,Unknown,UNK,Unknown,Unknown,1
Cessna A188,Mechanical Failure,VMC,Unknown,Destroyed,1
Cessna A188,Human Error,VMC,Unknown,Destroyed,1
Cessna A188,General,VMC,Cruise,Substantial,1
Cessna C-150,General,VMC,Cruise,Substantial,1
Cessna C-150,General,VMC,Landing,Substantial,1
Cessna A150,General,VMC,Landing,Substantial,1
Cessna C-150G,General,VMC,Takeoff,Substantial,1
Cessna C-170A,General,VMC,Go_around,Substantial,1
Cessna C-170,General,VMC,Landing,Substantial,1
Cessna C-152T,General,VMC,Landing,Substantial,1
Cessna C-152A,General,VMC,Takeoff,Substantial,1
Cessna C-152-II,General,IMC,Takeoff,Destroyed,1
Cessna C-152 II,General,VMC,Go_around,Substantial,1
Cessna C-152,Human Error,VMC,Unknown,Substantial,1
Cessna C-152,General,VMC,Takeoff,Substantial,1
Cessna C-152,General,VMC,Standing,Substantial,1
Cessna C-152,General,VMC,Maneuvering,Substantial,1
Cessna C-152,General,VMC,Landing,Destroyed,1
Cessna C-152,General,VMC,Go_around,Substantial,1
Cessna C-152,General,VMC,Cruise,Destroyed,1
Cessna C-152,General,VMC,Climb,Substantial,1
Cessna C-152,General,VMC,Climb,Destroyed,1
Cessna C-152,General,VMC,Approach,Substantial,1
Cessna C-152,General,VMC,Approach,Destroyed,1
Cessna C-152,General,IMC,Cruise,Destroyed,1
Cessna C-150M,General,VMC,Taxi,Substantial,1
Cessna C-150M,General,VMC,Landing,Substantial,1
Cessna C-150M,General,VMC,Cruise,Substantial,1
Cessna C-150L,General,VMC,Takeoff,Substantial,1
Cessna C-150L,General,VMC,Landing,Substantial,1
Cessna C-150L,General,VMC,Climb,Substantial,1
Cessna C-150K,General,VMC,Landing,Substantial,1
Cessna C-150K,General,VMC,Cruise,Substantial,1
Cessna C-150J,General,VMC,Landing,Substantial,1
Cessna C-150H,General,VMC,Landing,Substantial,1
Cessna C-150H,General,VMC,Climb,Destroyed,1
Cessna A185H,General,VMC,Landing,Substantial,1
Cessna A185F-II,General,VMC,Takeoff,Substantial,1
Cessna A185F,Unknown,VMC,Unknown,Minor,1
Cessna A185F,Maintenance Issue,VMC,Unknown,Substantial,1
Cessna A152,General,VMC,Approach,Substantial,1
Cessna A152,General,VMC,Approach,Destroyed,1
Cessna A152,General,UNK,Cruise,Destroyed,1
Cessna A152,General,IMC,Takeoff,Destroyed,1
Cessna A152,General,IMC,Maneuvering,Destroyed,1
Cessna A152,General,IMC,Approach,Destroyed,1
Cessna A150N,General,VMC,Takeoff,Substantial,1
Cessna A150M,General,VMC,Maneuvering,Substantial,1
Cessna A150M,General,VMC,Go_around,Substantial,1
Cessna A150M,General,VMC,Climb,Destroyed,1
Cessna A150M,General,VMC,Approach,Substantial,1
Cessna A150L,Human Error,VMC,Unknown,Substantial,1
Cessna A150L,General,VMC,Unknown,Substantial,1
Cessna A150L,General,VMC,Unknown,Destroyed,1
Cessna A150L,General,VMC,Takeoff,Substantial,1
Cessna A150L,General,VMC,Takeoff,Destroyed,1
Cessna A150L,General,VMC,Approach,Minor,1
Cessna A150L,General,VMC,Approach,Destroyed,1
Cessna A150K AEROBAT,General,VMC,Landing,Substantial,1
Cessna A150K,Unknown,VMC,Unknown,Substantial,1
Cessna A150K,Human Error,VMC,Unknown,Substantial,1
Cessna A150K,General,VMC,Unknown,Substantial,1
Cessna A150K,General,VMC,Takeoff,Destroyed,1
Cessna A150K,General,VMC,Go_around,Destroyed,1
Cessna A150K,General,VMC,Descent,Substantial,1
Cessna A150K,General,VMC,Descent,Destroyed,1
Cessna A150K,General,VMC,Cruise,Destroyed,1
Cessna A150K,General,VMC,Climb,Substantial,1
Cessna A150,General,VMC,Maneuvering,Substantial,1
Cessna A152,General,VMC,Cruise,Destroyed,1
Cessna A152,General,VMC,Cruise,Substantial,1
Cessna A152,General,VMC,Landing,Destroyed,1
Cessna A185E,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna A185F,Human Error,VMC,Unknown,Destroyed,1
Cessna A185F,General,VMC,Taxi,Unknown,1
Cessna A185F,General,VMC,Other,Substantial,1
Cessna A185F,General,VMC,Landing,Destroyed,1
Cessna A185F,General,VMC,Go_around,Destroyed,1
Cessna A185F,General,VMC,Descent,Substantial,1
Cessna A185F,General,VMC,Cruise,Unknown,1
Cessna A185F,General,IMC,Unknown,Substantial,1
Cessna A185F,General,IMC,Takeoff,Substantial,1
Cessna A185F,General,IMC,Cruise,Substantial,1
Cessna A185F,General,IMC,Approach,Destroyed,1
Cessna A185E,Unknown,VMC,Unknown,Unknown,1
Cessna A185E,Unknown,UNK,Unknown,Substantial,1
Cessna A185E,General,VMC,Takeoff,Destroyed,1
Cessna A152,General,VMC,Standing,Minor,1
Cessna A185E,General,VMC,Maneuvering,Destroyed,1
Cessna A185E,General,VMC,Landing,Destroyed,1
Cessna A185E,General,IMC,Maneuvering,Substantial,1
Cessna A185E,General,IMC,Cruise,Substantial,1
Cessna A185,Unknown,UNK,Unknown,Substantial,1
Cessna A185,Unknown,UNK,Unknown,Destroyed,1
Cessna A185,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna A185,Human Error,VMC,Unknown,Destroyed,1
Cessna A185,Human Error,IMC,Unknown,Substantial,1
Cessna A152AEROBAT,General,VMC,Landing,Substantial,1
Cessna A152,General,VMC,Unknown,Destroyed,1
Cessna A152,General,VMC,Taxi,Substantial,1
Cessna A152,General,VMC,Standing,Substantial,1
Cessna P206C,General,IMC,Cruise,Destroyed,1
Cessna P206C,General,VMC,Descent,Substantial,1
Cessna TR182RG II,General,VMC,Taxi,Destroyed,1
Cessna T210M,General,VMC,Maneuvering,Minor,1
Cessna T210M,General,VMC,Go_around,Destroyed,1
Cessna T210M,General,VMC,Climb,Minor,1
Cessna T210M,General,UNK,Landing,Destroyed,1
Cessna T210M,General,UNK,Descent,Destroyed,1
Cessna T210M,General,UNK,Cruise,Destroyed,1
Cessna T210M,General,UNK,Climb,Destroyed,1
Cessna T210M,General,IMC,Takeoff,Unknown,1
Cessna T210M,General,IMC,Maneuvering,Destroyed,1
Cessna T210M,General,IMC,Go_around,Destroyed,1
Cessna T210M,General,IMC,Descent,Substantial,1
Cessna T210L,Unknown,VMC,Unknown,Substantial,1
Cessna T210L,Unknown,UNK,Unknown,Destroyed,1
Cessna T210L,Other,VMC,Unknown,Substantial,1
Cessna T210L,Mechanical Failure,VMC,Unknown,Destroyed,1
Cessna T210L,Human Error,VMC,Unknown,Minor,1
Cessna T210L,Human Error,IMC,Unknown,Substantial,1
Cessna T210L,General,VMC,Taxi,Substantial,1
Cessna T210L,General,VMC,Takeoff,Minor,1
Cessna T210L,General,VMC,Standing,Unknown,1
Cessna T210L,General,VMC,Standing,Substantial,1
Cessna T210L,General,VMC,Descent,Destroyed,1
Cessna T210L,General,VMC,Cruise,Unknown,1
Cessna T210L,General,UNK,Landing,Substantial,1
Cessna T210L,General,UNK,Cruise,Destroyed,1
Cessna T210L,General,IMC,Unknown,Destroyed,1
Cessna T210L,General,IMC,Takeoff,Destroyed,1
Cessna T210L,General,IMC,Maneuvering,Destroyed,1
Cessna T210L,General,IMC,Landing,Substantial,1
Cessna T210L,General,IMC,Descent,Substantial,1
Cessna T210M,General,VMC,Landing,Destroyed,1
Cessna T210M,General,VMC,Maneuvering,Substantial,1
Cessna T210R,General,VMC,Go_around,Minor,1
Cessna T210M,General,VMC,Standing,Minor,1
Cessna T210R,General,VMC,Cruise,Minor,1
Cessna T210R,General,VMC,Cruise,Destroyed,1
Cessna T210R,General,VMC,Approach,Substantial,1
Cessna T210R,General,VMC,Approach,Destroyed,1
Cessna T210R,General,IMC,Approach,Destroyed,1
Cessna T210NII,General,VMC,Cruise,Substantial,1
Cessna T210N II,General,VMC,Descent,Destroyed,1
Cessna T210N,Unknown,UNK,Unknown,Substantial,1
Cessna T210N,Unknown,UNK,Unknown,Destroyed,1
Cessna T210N,Mechanical Failure,IMC,Unknown,Substantial,1
Cessna T210N,Human Error,VMC,Unknown,Minor,1
Cessna T210N,Human Error,VMC,Unknown,Destroyed,1
Cessna T210N,Human Error,IMC,Unknown,Substantial,1
Cessna T210N,General,VMC,Standing,Destroyed,1
Cessna T210N,General,VMC,Landing,Destroyed,1
Cessna T210N,General,VMC,Go_around,Destroyed,1
Cessna T210N,General,VMC,Approach,Minor,1
Cessna T210N,General,UNK,Unknown,Destroyed,1
Cessna T210N,General,UNK,Cruise,Destroyed,1
Cessna T210N,General,IMC,Maneuvering,Substantial,1
Cessna T210N,General,IMC,Maneuvering,Destroyed,1
Cessna T210N,General,IMC,Landing,Substantial,1
Cessna T210N,General,IMC,Climb,Substantial,1
Cessna T210M,Unknown,VMC,Unknown,Substantial,1
Cessna T210M,Unknown,VMC,Unknown,Destroyed,1
Cessna T210M,Unknown,UNK,Unknown,Substantial,1
Cessna T210M,Other,VMC,Unknown,Substantial,1
Cessna T210M,Human Error,VMC,Unknown,Destroyed,1
Cessna T210M,Human Error,IMC,Unknown,Substantial,1
Cessna T210L,General,IMC,Descent,Destroyed,1
Cessna T210K,Human Error,IMC,Unknown,Destroyed,1
Cessna T210K,General,VMC,Takeoff,Destroyed,1
Cessna T210K,General,VMC,Maneuvering,Destroyed,1
Cessna T210C,General,VMC,Landing,Substantial,1
Cessna T210C,General,VMC,Cruise,Substantial,1
Cessna T210-M,General,VMC,Descent,Substantial,1
Cessna T210-M,General,VMC,Cruise,Destroyed,1
Cessna T210-M,General,VMC,Approach,Substantial,1
Cessna T210-L,General,VMC,Approach,Destroyed,1
Cessna T210-H,General,VMC,Landing,Substantial,1
Cessna T210-H,General,IMC,Cruise,Destroyed,1
Cessna T210-F,General,IMC,Cruise,Destroyed,1
Cessna T210 L,General,VMC,Cruise,Destroyed,1
Cessna T210 - L,Human Error,VMC,Unknown,Substantial,1
Cessna T210 - H,Human Error,VMC,Unknown,Substantial,1
Cessna T210 - F,Human Error,VMC,Unknown,Substantial,1
Cessna T210,Unknown,UNK,Unknown,Destroyed,1
Cessna T210,General,VMC,Unknown,Substantial,1
Cessna T210,General,VMC,Unknown,Destroyed,1
Cessna T210,General,VMC,Takeoff,Unknown,1
Cessna T210,General,VMC,Go_around,Destroyed,1
Cessna T210,General,VMC,Cruise,Unknown,1
Cessna T210,General,VMC,Climb,Substantial,1
Cessna T210,General,UNK,Unknown,Destroyed,1
Cessna T210,General,UNK,Landing,Destroyed,1
Cessna T210,General,IMC,Landing,Substantial,1
Cessna T210,General,IMC,Approach,Destroyed,1
Cessna T207A,Unknown,VMC,Unknown,Unknown,1
Cessna T207A,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna T207A,Human Error,IMC,Unknown,Substantial,1
Cessna T207A,General,VMC,Takeoff,Destroyed,1
Cessna T207A,General,VMC,Landing,Substantial,1
Cessna T210F,General,IMC,Approach,Destroyed,1
Cessna T210F,General,IMC,Cruise,Destroyed,1
Cessna T210F,General,VMC,Approach,Destroyed,1
Cessna T210H,General,VMC,Approach,Substantial,1
Cessna T210K,General,IMC,Maneuvering,Destroyed,1
Cessna T210J,General,VMC,Unknown,Destroyed,1
Cessna T210J,General,VMC,Takeoff,Substantial,1
Cessna T210J,General,VMC,Takeoff,Destroyed,1
Cessna T210J,General,VMC,Maneuvering,Destroyed,1
Cessna T210J,General,VMC,Landing,Substantial,1
Cessna T210J,General,VMC,Landing,Destroyed,1
Cessna T210J,General,VMC,Descent,Substantial,1
Cessna T210J,General,VMC,Approach,Substantial,1
Cessna T210H,Unknown,UNK,Unknown,Substantial,1
Cessna T210H,Human Error,VMC,Unknown,Substantial,1
Cessna T210H,General,VMC,Unknown,Destroyed,1
Cessna T210H,General,VMC,Descent,Substantial,1
Cessna T210H,General,IMC,Approach,Destroyed,1
Cessna T210F,General,VMC,Approach,Substantial,1
Cessna T210G,Unknown,UNK,Unknown,Unknown,1
Cessna T210G,Mechanical Failure,VMC,Unknown,Substantial,1
Cessna T210G,Human Error,VMC,Unknown,Substantial,1
Cessna T210G,General,VMC,Takeoff,Substantial,1
Cessna T210G,General,VMC,Cruise,Destroyed,1
Cessna T210G,General,IMC,Climb,Destroyed,1
Cessna T210F,Unknown,VMC,Unknown,Destroyed,1
Cessna T210F,Unknown,UNK,Unknown,Substantial,1
Cessna T210F,Unknown,UNK,Unknown,Destroyed,1
Cessna T210F,General,VMC,Taxi,Substantial,1
Cessna T210F,General,VMC,Takeoff,Substantial,1
Cessna T210F,General,VMC,Takeoff,Destroyed,1
Cessna T210F,General,VMC,Cruise,Substantial,1
Cessna T210R,General,VMC,Descent,Minor,1
Cessna T210R,General,VMC,Takeoff,Destroyed,1
Cessna T207A,General,VMC,Descent,Substantial,1
Cessna TP206B,General,VMC,Landing,Substantial,1
Cessna TP206A,General,VMC,Landing,Substantial,1
